abname	spCorr	p_val
HER2_pY1248.R.V_GBL9026223	0.212121218442917	0.556305763058156
HER3.R.V_GBL9026224	0.854545474052429	0.00163680247839526
HER3_pY1298.R.C_GBL9026225	-0.272727280855179	0.44583832744257
IGF.1R.beta.R.C_GBL9026226	0.503030300140381	0.138333701029167
IGFBP2.R.V_GBL9026227	0.321212112903595	0.365468323548346
INPP4B.G.C_GBL9026331	-0.0729486644268036	0.841271269313374
IRS1.R.V_GBL9026228	-0.236363634467125	0.510885321006619
JNK_pT183_pT185.R.V_GBL9026343	0.878787875175476	0.000813862205061078
JNK2.R.C_GBL9026230	-0.806060612201691	0.0048620605246823
K.Ras.M.C_GBL9026322	0.0787878781557083	0.82871739605474
MAPK_pT202_Y204.R.V_GBL9026233	-0.00606060586869717	0.986742911614744
MEK1.R.V_GBL9026234	-0.721212148666382	0.0185731484538234
MEK1_pS217_S221.R.V_GBL9026345	0.806060612201691	0.0048620605246823
MIG.6.M.V_GBL9026315	0.830303013324738	0.00294022813612127
Mre11.R.C_GBL9026237	-0.13939394056797	0.700931882488681
MSH2.M.C_GBL9026316	-0.41818180680275	0.229112854966206
MSH6.R.C_GBL9026238	-0.878787875175476	0.000813862205061078
mTOR.R.V_GBL9026239	-0.41818180680275	0.229112854966206
mTOR_.pS2448.R.C_GBL9026240	0.939393937587738	5.48405364009241e-05
N.Cadherin.R.V_GBL9026341	-0.0787878781557083	0.82871739605474
NF.kB.p65_pS536.R.C_GBL9026242	0.454545468091965	0.186904795550308
NF2.R.C_GBL9026243	-0.527272701263428	0.117308086962265
Notch1.R.V_GBL9026244	0.781818211078644	0.00754700402031316
Notch3.R.C_GBL9026246	0.672727286815643	0.0330412174893608
P.Cadherin.R.C_GBL9026342	-0.69696968793869	0.0250966785686146
p21.R.C_GBL9026247	0.296969711780548	0.404701646709516
p27.R.V_GBL9026248	0.842424213886261	0.00222003275351312
p27_pT157.R.C_GBL9026249	-0.672727286815643	0.0330412174893608
p27_pT198.R.V_GBL9026250	-0.854545474052429	0.00163680247839526
p38_MAPK.R.C_GBL9026251	-0.890909075737	0.000542144516154419
p38_pT180_Y182.R.V_GBL9026252	0.284848481416702	0.425038160716097
p53.R.V_GBL9026346	-0.212121218442917	0.556305763058156
p70S6K.R.V_GBL9026254	-0.684848487377167	0.0288827966786322
p70S6K_pT389.R.V_GBL9026255	0.903030276298523	0.000343612565232743
p90RSK_pT359_S363.R.C_GBL9026256	0.709090888500214	0.0216659289034102
PARP_cleaved.M.C_GBL9026317	NaN	NaN
Paxillin.R.V_GBL9026257	0.0666666701436043	0.854813080743902
PCNA.M.V_GBL9026318	NaN	NaN
PDK1_pS241.R.V_GBL9026258	-0.406060606241226	0.244282293856507
PI3K.p110.alpha.R.C_GBL9026269	0.0424242429435253	0.907363816683007
PI3K.p85.R.V_GBL9026270	-0.527272701263428	0.117308086962265
PKC.alpha.M.V_GBL9026319	-0.648484826087952	0.042540137217344
PKC.alpha_pS657.R.V_GBL9026271	0.236363634467125	0.510885321006619
PR.R.V_GBL9026272	-0.0181818176060915	0.960240419386778
PRAS40_pT246.R.V_GBL9026273	0.975757598876953	1.46754063035104e-06
PTCH.R.C_GBL9026274	0.503030300140381	0.138333701029167
PTEN.R.V_GBL9026275	0.866666674613953	0.0011735379121256
Rab11.R.V_GBL9026276	-0.551515161991119	0.0984011689489896
Rab25.R.C_GBL9026277	-0.22424241900444	0.533400571087646
Rad50.M.C_GBL9026320	-0.478787869215012	0.161522937605969
Rad51.M.C_GBL9026321	-0.830303013324738	0.00294022813612127
Rb.M.V_GBL9026323	-0.478787869215012	0.161522937605969
Rb_pS807_S811.R.V_GBL9026280	0.951515138149261	2.27985739738035e-05
S6_pS235_S236.R.V_GBL9026281	0.951515138149261	2.27985739738035e-05
S6_pS240_S244.R.V_GBL9026282	0.951515138149261	2.27985739738035e-05
Smac.M.V_GBL9026324	0.406060606241226	0.244282293856507
Smad1.R.V_GBL9026283	NaN	NaN
Smad3.R.V_GBL9026284	NaN	NaN
Smad4.M.V_GBL9026325	NaN	NaN
Snail.M.C_GBL9026326	0.151515156030655	0.676065166784972
Src.M.V_GBL9026327	0.503030300140381	0.138333701029167
Src_pY416.R.C_GBL9026285	0.745454549789429	0.0133301454837775
Src_pY527.R.V_GBL9026286	0.490909099578857	0.149655665128156
STAT3_pY705.R.V_GBL9026287	0.818181812763214	0.00381492051076338
STAT5.alpha.R.V_GBL9026288	0.0424242429435253	0.907363816683007
Stathmin.R.V_GBL9026289	-0.175757572054863	0.627188352148502
Syk.M.V_GBL9026328	0.00606060586869717	0.986742911614744
Tau.M.C_GBL9026329	0.539393961429596	0.107593170598888
TAZ_pS89.R.C_GBL9026290	0.175757572054863	0.627188352148502
TFF1.R.V_GBL9026291	0.127272725105286	0.726057019277377
TIGAR.R.V_GBL9026292	NaN	NaN
Tuberin.R.C_GBL9026293	0.672727286815643	0.0330412174893608
VASP.R.C_GBL9026294	0.187878787517548	0.603217610738661
VEGFR2.R.V_GBL9026347	-0.818181812763214	0.00381492051076338
XIAP.R.C_GBL9026296	0.951515138149261	2.27985739738035e-05
XRCC1.R.C_GBL9026297	NaN	NaN
YAP.R.V_GBL9026298	-0.333333343267441	0.346593491825057
YAP_pS127.R.C_GBL9026299	0.951515138149261	2.27985739738035e-05
YB.1.R.V_GBL9026332	0.309090912342072	0.384841224999186
YB.1_pS102.R.V_GBL9026333	0.466666668653488	0.173938595084903
