abname	spCorr	p_val
ER.alpha.R.V_GBL9026215	-0.454545468091965	0.186904795550308
ER.alpha_pS118.R.V_GBL9026217	0.0181818176060915	0.960240419386778
ERCC1.M.C_GBL9026309	-0.468087255954742	0.172455049301065
FAK.R.C_GBL9026218	0.030303031206131	0.933772956124051
Fibronectin.R.C_GBL9026216	-0.684848487377167	0.0288827966786322
FOXO3a.R.C_GBL9026219	0.503030300140381	0.138333701029167
FOXO3a_pS318_S321.R.C_GBL9026220	-0.151515156030655	0.676065166784972
GATA3.M.V_GBL9026310	0.733333349227905	0.0158005928169744
GSK3.alpha.beta.M.V_GBL9026312	-0.212121218442917	0.556305763058156
GSK3.alpha.beta_pS21_S9.R.V_GBL9026222	-0.563636362552643	0.0897240290701318
GSK3_pS9.R.V_GBL9026221	-0.430303037166595	0.214492324409859
HER2.M.V_GBL9026313	-0.624242424964905	0.0537177668578734
HER2_pY1248.R.V_GBL9026223	-0.769696950912476	0.00922195550412752
HER3.R.V_GBL9026224	0.24848484992981	0.488776301908481
HER3_pY1298.R.C_GBL9026225	0.127272725105286	0.726057019277377
IGF.1R.beta.R.C_GBL9026226	0.636363625526428	0.0479117311246462
IGFBP2.R.V_GBL9026227	0.66060608625412	0.0375883675272259
INPP4B.G.C_GBL9026331	-0.272727280855179	0.44583832744257
IRS1.R.V_GBL9026228	0.733333349227905	0.0158005928169744
JNK_pT183_pT185.R.V_GBL9026343	-0.345454543828964	0.32822651390012
JNK2.R.C_GBL9026230	0.321212112903595	0.365468323548346
K.Ras.M.C_GBL9026322	-0.0181818176060915	0.960240419386778
MAPK_pT202_Y204.R.V_GBL9026233	-0.236363634467125	0.510885321006619
MEK1.R.V_GBL9026234	-0.478787869215012	0.161522937605969
MEK1_pS217_S221.R.V_GBL9026345	-0.200000002980232	0.579583994232178
MIG.6.M.V_GBL9026315	0.527272701263428	0.117308086962265
Mre11.R.C_GBL9026237	-0.806060612201691	0.0048620605246823
MSH2.M.C_GBL9026316	-0.733333349227905	0.0158005928169744
MSH6.R.C_GBL9026238	-0.878787875175476	0.000813862205061078
mTOR.R.V_GBL9026239	0.0181818176060915	0.960240419386778
mTOR_.pS2448.R.C_GBL9026240	-0.260606050491333	0.467089072303455
N.Cadherin.R.V_GBL9026341	-0.490909099578857	0.149655665128156
NF.kB.p65_pS536.R.C_GBL9026242	0.13939394056797	0.700931882488681
NF2.R.C_GBL9026243	-0.818181812763214	0.00381492051076338
Notch1.R.V_GBL9026244	-0.69696968793869	0.0250966785686146
Notch3.R.C_GBL9026246	0.648484826087952	0.042540137217344
P.Cadherin.R.C_GBL9026342	-0.466666668653488	0.173938595084903
p21.R.C_GBL9026247	0.842424213886261	0.00222003275351312
p27.R.V_GBL9026248	0.260606050491333	0.467089072303455
p27_pT157.R.C_GBL9026249	0.151515156030655	0.676065166784972
p27_pT198.R.V_GBL9026250	0.624242424964905	0.0537177668578734
p38_MAPK.R.C_GBL9026251	-0.00606060586869717	0.986742911614744
p38_pT180_Y182.R.V_GBL9026252	0.0545454546809196	0.88103618086816
p53.R.V_GBL9026346	-0.745454549789429	0.0133301454837775
p70S6K.R.V_GBL9026254	-0.0666666701436043	0.854813080743902
p70S6K_pT389.R.V_GBL9026255	0.0424242429435253	0.907363816683007
p90RSK_pT359_S363.R.C_GBL9026256	-0.781818211078644	0.00754700402031316
PARP_cleaved.M.C_GBL9026317	NaN	NaN
Paxillin.R.V_GBL9026257	0.0909090936183929	0.802771725426293
PCNA.M.V_GBL9026318	NaN	NaN
PDK1_pS241.R.V_GBL9026258	-0.684848487377167	0.0288827966786322
PI3K.p110.alpha.R.C_GBL9026269	0.672727286815643	0.0330412174893608
PI3K.p85.R.V_GBL9026270	-0.0666666701436043	0.854813080743902
PKC.alpha.M.V_GBL9026319	-0.503030300140381	0.138333701029167
PKC.alpha_pS657.R.V_GBL9026271	-0.69696968793869	0.0250966785686146
PR.R.V_GBL9026272	0.648484826087952	0.042540137217344
PRAS40_pT246.R.V_GBL9026273	0.575757563114166	0.0815528230353175
PTCH.R.C_GBL9026274	0.830303013324738	0.00294022813612127
PTEN.R.V_GBL9026275	-0.115151517093182	0.751419648245182
Rab11.R.V_GBL9026276	0.175757572054863	0.627188352148502
Rab25.R.C_GBL9026277	0.0545454546809196	0.88103618086816
Rad50.M.C_GBL9026320	-0.212121218442917	0.556305763058156
Rad51.M.C_GBL9026321	-0.600000023841858	0.0666879863281258
Rb.M.V_GBL9026323	-0.406060606241226	0.244282293856507
Rb_pS807_S811.R.V_GBL9026280	-0.030303031206131	0.933772956124051
S6_pS235_S236.R.V_GBL9026281	0.0545454546809196	0.88103618086816
S6_pS240_S244.R.V_GBL9026282	0.0181818176060915	0.960240419386778
Smac.M.V_GBL9026324	0.13939394056797	0.700931882488681
Smad1.R.V_GBL9026283	NaN	NaN
Smad3.R.V_GBL9026284	NaN	NaN
Smad4.M.V_GBL9026325	NaN	NaN
Snail.M.C_GBL9026326	0.793939411640167	0.00609992135778858
Src.M.V_GBL9026327	-0.260606050491333	0.467089072303455
Src_pY416.R.C_GBL9026285	-0.454545468091965	0.186904795550308
Src_pY527.R.V_GBL9026286	0.733333349227905	0.0158005928169744
STAT3_pY705.R.V_GBL9026287	-0.393939405679703	0.259997751350023
STAT5.alpha.R.V_GBL9026288	0.551515161991119	0.0984011689489896
Stathmin.R.V_GBL9026289	-0.236363634467125	0.510885321006619
Syk.M.V_GBL9026328	0.345454543828964	0.32822651390012
Tau.M.C_GBL9026329	-0.0181818176060915	0.960240419386778
TAZ_pS89.R.C_GBL9026290	-0.881463050842285	0.000746860533753502
TFF1.R.V_GBL9026291	-0.672727286815643	0.0330412174893608
TIGAR.R.V_GBL9026292	NaN	NaN
Tuberin.R.C_GBL9026293	0.115151517093182	0.751419648245182
VASP.R.C_GBL9026294	-0.854545474052429	0.00163680247839526
VEGFR2.R.V_GBL9026347	-0.66060608625412	0.0375883675272259
XIAP.R.C_GBL9026296	0.806060612201691	0.0048620605246823
XRCC1.R.C_GBL9026297	NaN	NaN
YAP.R.V_GBL9026298	-0.866666674613953	0.0011735379121256
YAP_pS127.R.C_GBL9026299	0.442424237728119	0.200422692056088
YB.1.R.V_GBL9026332	0.69696968793869	0.0250966785686146
YB.1_pS102.R.V_GBL9026333	-0.151515156030655	0.676065166784972
