Sample Image	Exp. Time	Gray Filter	Emission Filter	Reference Image	BG Subtr.	Sample#	Sample Name	Analyte	Ref.	Type	Buffer	Dilution	RFI	RFI CV	Used Conc.	#Bad Spots	#Dis. Spots	b Norm.	db	R2	ShapiroWilk	Red. Chi2	Class.	Chip	Ident.	Conc.
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	12	S012_cell line_Melanoma_A2058 _combo_24hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.3682498	0.086004502	All	1	0	1.134179538	0.694422703	0.921951731	0.228008435	11.18715619	Good	#001	S00012	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	13	S013_cell line_Melanoma_A2058 _DMSO_1hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.693321521	0.035594113	All	0	0	1.277243853	0.90584917	0.995002201	0.708330681	2.625987331	Good	#001	S00013	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	14	S014_cell line_Melanoma_A2058 _901_1hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.404322079	0.022397583	All	0	0	1.225532585	0.979759316	0.999065701	0.346159223	0.419460563	Good	#001	S00014	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	15	S015_cell line_Melanoma_A2058 _4032_1hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.675751684	0.023175258	All	0	0	1.210282529	0.971805533	0.999655494	0.479037967	0.136119856	Good	#001	S00015	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	16	S016_cell line_Melanoma_A2058 _combo_1hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.931821362	0.041431646	All	0	0	1.270511678	0.82203481	0.993039058	0.671796554	4.613228335	Good	#001	S00016	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	17	S017_cell line_Melanoma_A2058 _DMSO_3.5hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.191613385	0.02939431	All	0	0	1.262766822	0.854522305	0.996325078	0.589944588	2.080700976	Good	#001	S00017	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	18	S018_cell line_Melanoma_A2058 _901_6hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.918802538	0.024713053	All	1	0	1.211405775	0.996739772	0.99995795	0.01310732	0.015966319	Undet.	#001	S00018	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	19	S019_cell line_Melanoma_A2058 _4032_6hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.859929648	0.043362161	All	1	0	1.296569145	0.640703811	0.993589689	0.704071207	2.529298615	Good	#001	S00019	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	20	S020_cell line_Melanoma_A2058 _combo_6hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.687185567	0.027267723	All	0	0	1.218622764	0.880338542	0.996592113	0.847982667	1.370691392	Good	#001	S00020	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	21	S021_cell line_Melanoma_A2058 _DMSO_24hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.271358675	0.045703312	All	0	0	1.154653213	1.139819272	0.988618687	0.655577411	2.808074602	Good	#001	S00021	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	22	S022_cell line_Melanoma_A2058 _901_24hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.401653704	0.028464111	All	2	0	1.261880394	1.015495291	0.998977099	0.644293042	0.116694742	Good	#001	S00022	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	23	S023_cell line_Melanoma_A2058 _4032_24hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	0.911350891	0.040016904	All	0	0	1.204162871	1.166054863	0.992550866	0.060079445	2.80078256	Good	#001	S00023	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	24	S024_cell line_Melanoma_A2058 _combo_24hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.2343817	0.043028894	All	0	0	1.10226153	0.96502546	0.988883408	0.233334863	3.612455573	Good	#001	S00024	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	25	S025_cell line_Melanoma_A375_DMSO_1hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.746835368	0.088185975	All	0	0	1.299119731	0.821329556	0.969923714	0.580828807	19.26713416	Good	#001	S00025	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	26	S026_cell line_Melanoma_A375_901_1hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.228217924	0.113127791	All	0	0	1.198234692	0.482508342	0.944158211	0.434192275	32.56961788	Undet.	#001	S00026	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	27	S027_cell line_Melanoma_A375_4032_1hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.110432304	0.081473342	All	0	0	1.169817021	0.674262051	0.967166282	0.960000292	16.59506434	Good	#001	S00027	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	28	S028_cell line_Melanoma_A375_combo_1hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.250576174	0.036918435	All	0	0	1.229038929	0.843108064	0.993911386	0.649282318	2.830156412	Good	#001	S00028	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	29	S029_cell line_Melanoma_A375_DMSO_3.5hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.251713781	0.060496325	All	0	0	1.231803008	0.717118155	0.984497321	0.459930383	7.719065528	Good	#001	S00029	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	30	S030_cell line_Melanoma_A375_901_6hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.153040802	0.065949685	All	0	0	1.221755328	0.747558559	0.980688617	0.99464903	10.88195093	Good	#001	S00030	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	31	S031_cell line_Melanoma_A375_4032_6hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.371700327	0.061990831	All	0	0	1.260353887	0.785718715	0.984427412	0.998802786	9.441079917	Good	#001	S00031	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	32	S032_cell line_Melanoma_A375_combo_6hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.792326439	0.067258966	All	0	0	1.207274636	0.892215388	0.9790276	0.568886312	8.669323064	Good	#001	S00032	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	33	S033_cell line_Melanoma_A375_DMSO_24hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.21623772	0.043477023	All	0	0	1.223022564	0.815546463	0.991568911	0.889449084	4.360406879	Good	#001	S00033	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	34	S034_cell line_Melanoma_A375_901_24hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.596760164	0.051300049	All	0	0	1.186818189	1.021038893	0.987364951	0.585694066	5.351005041	Good	#001	S00034	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	35	S035_cell line_Melanoma_A375_4032_24hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.582939456	0.04739613	All	0	0	1.222077318	0.844710365	0.989779393	0.880338588	5.521012818	Good	#001	S00035	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	36	S036_cell line_Melanoma_A375_combo_24hr_rep1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.696159212	0.056395415	All	1	0	1.395921605	0.867406134	0.966992894	0.493799286	6.134434901	Good	#001	S00036	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	37	S037_cell line_Melanoma_A375_DMSO_1hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.863469331	0.080399868	All	0	0	1.21115265	0.641062672	0.970756185	0.434262324	16.57711526	Good	#001	S00037	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	38	S038_cell line_Melanoma_A375_901_1hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.501111847	0.099694285	All	0	0	1.214188233	0.528491071	0.956962076	0.608390326	23.73920501	Good	#001	S00038	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	39	S039_cell line_Melanoma_A375_4032_1hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.624482464	0.100182404	All	0	0	1.198466984	0.638397464	0.954918968	0.997268337	25.22567617	Good	#001	S00039	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	40	S040_cell line_Melanoma_A375_combo_1hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.876410705	0.082764519	All	0	0	1.177805214	0.585638334	0.966902264	0.8970991	15.81999161	Good	#001	S00040	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	41	S041_cell line_Melanoma_A375_DMSO_3.5hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.343087167	0.042103634	All	0	0	1.290489671	0.90723699	0.993196888	0.528848693	3.748352889	Good	#001	S00041	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	42	S042_cell line_Melanoma_A375_901_6hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.120279189	0.073828384	All	0	0	1.252665419	0.917685248	0.9771723	0.446360643	11.22078358	Good	#001	S00042	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	43	S043_cell line_Melanoma_A375_4032_6hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.155512082	0.07262395	All	0	0	1.230114632	1.332363132	0.97687222	0.034482212	10.21273822	Undet.	#001	S00043	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	44	S044_cell line_Melanoma_A375_combo_6hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.812943385	0.040402587	All	0	0	1.264937237	0.915191524	0.993554835	0.670919295	3.106159535	Good	#001	S00044	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	45	S045_cell line_Melanoma_A375_DMSO_24hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.587271837	0.102592339	All	0	0	1.152220797	0.590333024	0.950411355	0.965626402	21.13976919	Good	#001	S00045	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	46	S046_cell line_Melanoma_A375_901_24hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.151823366	0.052798384	All	0	0	1.279639532	0.931169633	0.988355136	0.584837288	7.15882937	Good	#001	S00046	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	47	S047_cell line_Melanoma_A375_4032_24hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.093359224	0.059498249	All	0	0	1.212485336	0.744080422	0.98403954	0.900956281	8.296708447	Good	#001	S00047	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	48	S048_cell line_Melanoma_A375_combo_24hr_rep2	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	2.23645618	0.114120098	All	0	0	1.22674653	0.599534355	0.945626986	0.98801854	30.71397534	Undet.	#001	S00048	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	49	S049_cell line_Liposarcoma_LS141_DMSO__20131025_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.504623935	0.08686021	All	0	0	1.127617798	0.549650889	0.960095513	0.683118794	17.77938129	Good	#001	S00049	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	50	S050_cell line_Liposarcoma_LS141_CDK4i_50nM__20131025_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.289389138	0.10374947	All	0	0	1.097650428	0.454717479	0.941578404	0.75623362	22.12912406	Good	#001	S00050	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	51	S051_cell line_Liposarcoma_LS141_CDK4i_250nM__20131025_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.303344271	0.060099775	All	1	0	0.725634876	0.625393561	0.904092153	0.674060378	4.9183093	Good	#001	S00051	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	52	S052_cell line_Liposarcoma_LS141_DMSO__20131107_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.458308504	0.077890302	All	0	0	1.085615792	0.581830677	0.965616925	0.860293651	12.32352864	Good	#001	S00052	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	53	S053_cell line_Liposarcoma_LS141_CDK4i_50nM__20131107_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.381301275	0.10350154	All	0	0	0.996997502	0.411306198	0.924294382	0.664853699	24.06253563	Good	#001	S00053	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	54	S054_cell line_Liposarcoma_LS141_CDK4i_250nM__20131107_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.195367357	0.093024547	All	0	0	1.009459938	0.453910313	0.942229624	0.650300862	17.037048	Good	#001	S00054	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	55	S055_cell line_Liposarcoma_LS141_DMSO__20131107_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.606107014	0.085220614	All	0	0	1.091882236	0.531432875	0.959288852	0.513975563	17.24035579	Good	#001	S00055	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	56	S056_cell line_Liposarcoma_LS141_CDK4i_50nM__20131107_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.14528193	0.092369434	All	0	0	1.121447369	0.675518881	0.955191684	0.851127386	16.91728362	Good	#001	S00056	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	57	S057_cell line_Liposarcoma_LS141_CDK4i_250nM__20131107_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.378636889	0.086748065	All	1	0	0.806613378	0.560150465	0.851671766	0.205468224	11.1924567	Good	#001	S00057	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	58	S058_cell line_Liposarcoma_LS141_DMSO__20131213_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.344128394	0.073463129	All	0	0	1.204987083	0.642474906	0.976537275	0.315436113	9.169203594	Good	#001	S00058	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	59	S059_cell line_Liposarcoma_LS141_CDK4i_50nM__20131213_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	0.968150556	0.036559144	All	0	0	1.109715449	0.956076457	0.992415734	0.183290111	1.996569067	Good	#001	S00059	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	60	S060_cell line_Liposarcoma_LS141_CDK4i_250nM__20131213_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.40100545	0.092577542	All	2	0	1.143366296	0.515001931	0.953948752	0.96132529	10.99102469	Good	#001	S00060	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	61	S061_cell line_Liposarcoma_DDLS8817_DMSO__20131025_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	0.543392852	0.06835577	All	1	0	1.209673737	0.756554774	0.933357024	0.652714653	5.523312703	Good	#001	S00061	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	62	S062_cell line_Liposarcoma_DDLS8817_CDK4i_50nM__20131025_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	0.717867739	0.025531003	All	0	0	0.957630613	1.095808933	0.996901575	0.966244933	0.559680809	Good	#001	S00062	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	63	S063_cell line_Liposarcoma_DDLS8817_CDK4i_250nM__20131025_1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	0.068154701	0.049866496	All	4	0	0.962836077	1.123100899	0.985772834	0.732184559	0.727083944	Good	#001	S00063	1
SMSKC101I0000_01_A_2.tif	5	1	Red	SMSKC101I0000_01_A_2.tif	TRUE	64	S064_cell line_Cell line mix_cell line mix____1_1	4E-BP1 (phospho-Ser65)	ndef	rabbit IgG	CAB1	-1	1.520651555	0.056181743	All	0	0	1.070915688	0.669766057	0.981496082	0.852088257	5.283238988	Good	#001	S00064	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	1	S001_cell line_Melanoma_A2058 _DMSO_1hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.350087228	0.037090793	All	0	0	1.226099126	0.88882505	0.993939803	0.59587691	2.068524784	Good	#001	S00001	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	2	S002_cell line_Melanoma_A2058 _901_1hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.476436333	0.056906	All	0	0	1.258950115	0.878548228	0.986850639	0.526083817	5.396869893	Good	#001	S00002	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	3	S003_cell line_Melanoma_A2058 _4032_1hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.466234069	0.088277793	All	0	0	1.176862526	0.625077795	0.962933895	0.794230233	12.61915381	Good	#001	S00003	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	4	S004_cell line_Melanoma_A2058 _combo_1hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.401367366	0.033306008	All	0	0	1.255627116	0.900293954	0.995339833	0.615541886	2.008760459	Good	#001	S00004	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	5	S005_cell line_Melanoma_A2058 _DMSO_3.5hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.352521717	0.04782942	All	0	0	1.220457726	0.891545943	0.989685134	0.457235392	4.264894142	Good	#001	S00005	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	6	S006_cell line_Melanoma_A2058 _901_6hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.287395429	0.040219738	All	1	0	1.236143752	0.845899897	0.981881097	0.338678493	1.732564914	Good	#001	S00006	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	7	S007_cell line_Melanoma_A2058 _4032_6hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.242480765	0.031194818	All	2	0	1.322084524	1.057108199	0.999521085	0.970511043	0.122346419	Good	#001	S00007	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	8	S008_cell line_Melanoma_A2058 _combo_6hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.196115545	0.031933185	All	1	0	1.20880276	1.220098495	0.998504082	0.957216087	0.363917926	Good	#001	S00008	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	9	S009_cell line_Melanoma_A2058 _DMSO_24hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.331517856	0.039653275	All	0	0	1.255746153	0.957288578	0.993489341	0.27558976	2.690969493	Good	#001	S00009	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	10	S010_cell line_Melanoma_A2058 _901_24hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.249386473	0.030601283	All	1	0	1.42382446	0.944468934	0.99044692	0.193362819	1.053451524	Good	#001	S00010	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	11	S011_cell line_Melanoma_A2058 _4032_24hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.292341845	0.032152211	All	2	0	1.240358613	0.926545233	0.994991169	0.180717754	1.242377136	Good	#001	S00011	1
SMSKC101I0000_01_B_1.tif	10	1	Red	SMSKC101I0000_01_B_1.tif	TRUE	12	S012_cell line_Melanoma_A2058 _combo_24hr_rep1	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.251356389	0.068620038	All	1	0	1.206016273	0.744111238	0.948614836	0.263253047	6.198109488	Good	#001	S00012	1
