"AntibodyLabel"	"Source"	"NodeName"	"Gene_Symbol"	"Sites"	"Effect"
"57"	"Akt (phospho.Thr308)"	"MSKCC"	"Akt_pT308"	"AKT2"	"T308"	"a"
"58"	"Akt (phospho.Thr308)"	"MSKCC"	"Akt_pT308"	"AKT3"	"T308"	"a"
"59"	"Akt_pT308"	"MDACC"	"AKTpS308"	"AKT1"	"S308"	"a"
"60"	"AKT_pS308"	"MDACC"	"AKTpS308"	"AKT1"	"S308"	"a"
"61"	"AKT_pS308_RS00269150"	"MDACC"	"AKTpS308"	"AKT1"	"S308"	"a"
"62"	"AKT_pS308_RS00269150"	"MDACC"	"AKTpS308"	"AKT2"	"S308"	"a"
"63"	"AKT_pS308_RS00269150"	"MDACC"	"AKTpS308"	"AKT3"	"S308"	"a"
"64"	"Akt_pS473"	"MDACC"	"AKTpS473"	"AKT1"	"S473"	"a"
"65"	"AKT_pS473"	"MDACC"	"AKTpS473"	"AKT1"	"S473"	"a"
"66"	"AKT_pS473_RS00269149"	"MDACC"	"AKTpS473"	"AKT1"	"S473"	"a"
"67"	"AKT_pS473_RS00269149"	"MDACC"	"AKTpS473"	"AKT2"	"S473"	"a"
"68"	"AKT_pS473_RS00269149"	"MDACC"	"AKTpS473"	"AKT3"	"S473"	"a"
"69"	"AKT_pS473_RS00275811"	"MDACC"	"AKTpS473"	"AKT1"	"S473"	"a"
"70"	"AKT_pS473_RS00275811"	"MDACC"	"AKTpS473"	"AKT2"	"S473"	"a"
"71"	"AKT_pS473_RS00275811"	"MDACC"	"AKTpS473"	"AKT3"	"S473"	"a"
"72"	"AKT_pS473_V"	"MDACC"	"AktpS473"	"AKT1"	"S473"	"a"
"73"	"Akt_pS473.R.V_GBL.9013808"	"MDACC"	"AktpS473"	"AKT1"	"S473"	"a"
"74"	"Akt_pS473.R.V_GBL.9013808"	"MDACC"	"AktpS473"	"AKT2"	"S473"	"a"
"75"	"Akt_pS473.R.V_GBL.9013808"	"MDACC"	"AktpS473"	"AKT3"	"S473"	"a"
"76"	"Akt_pS473.R.V_GBL1033793"	"MDACC"	"AktpS473"	"AKT1"	"S473"	"a"
"77"	"Akt_pS473.R.V_GBL1033793"	"MDACC"	"AktpS473"	"AKT2"	"S473"	"a"
"78"	"Akt_pS473.R.V_GBL1033793"	"MDACC"	"AktpS473"	"AKT3"	"S473"	"a"
"79"	"Akt_pS473.R.V_GBL1113186"	"MDACC"	"AktpS473"	"AKT1"	"S473"	"a"
"80"	"Akt_pS473.R.V_GBL1113186"	"MDACC"	"AktpS473"	"AKT2"	"S473"	"a"
"81"	"Akt_pS473.R.V_GBL1113186"	"MDACC"	"AktpS473"	"AKT3"	"S473"	"a"
"82"	"Akt_pS473.R.V_GBL1114876"	"MDACC"	"AktpS473"	"AKT1"	"S473"	"a"
"83"	"Akt_pS473.R.V_GBL1114876"	"MDACC"	"AktpS473"	"AKT2"	"S473"	"a"
"84"	"Akt_pS473.R.V_GBL1114876"	"MDACC"	"AktpS473"	"AKT3"	"S473"	"a"
"85"	"Akt_pS473.R.V_GBL9026175"	"MDACC"	"AKTpS473"	"AKT1"	"S473"	"a"
"86"	"Akt_pS473.R.V_GBL9026175"	"MDACC"	"AKTpS473"	"AKT2"	"S474"	"a"
"87"	"Akt_pS473.R.V_GBL9026175"	"MDACC"	"AKTpS473"	"AKT3"	"S472"	"a"
"88"	"AKT_pS473(V)_GBL9008597"	"MDACC"	"AKTpS473"	"AKT1"	"S473"	"a"
"89"	"AKT_pS473(V)_GBL9008597"	"MDACC"	"AKTpS473"	"AKT2"	"S473"	"a"
"90"	"AKT_pS473(V)_GBL9008597"	"MDACC"	"AKTpS473"	"AKT3"	"S473"	"a"
"91"	"AKT_pT308"	"MDACC"	"AKTpT308"	"AKT1"	"T308"	"a"
"92"	"AKT_pT308_RS00275813"	"MDACC"	"AKTpT308"	"AKT1"	"T308"	"a"
"93"	"AKT_pT308_RS00275813"	"MDACC"	"AKTpT308"	"AKT2"	"T308"	"a"
"94"	"AKT_pT308_V"	"MDACC"	"AktpT308"	"AKT1"	"T308"	"a"
"95"	"Akt_pT308.R.V_GBL.9013809"	"MDACC"	"AktpT308"	"AKT1"	"T308"	"a"
"96"	"Akt_pT308.R.V_GBL.9013809"	"MDACC"	"AktpT308"	"AKT2"	"T308"	"a"
"97"	"Akt_pT308.R.V_GBL1033851"	"MDACC"	"AktpT308"	"AKT1"	"T308"	"a"
"98"	"Akt_pT308.R.V_GBL1033851"	"MDACC"	"AktpT308"	"AKT2"	"T308"	"a"
"99"	"Akt_pT308.R.V_GBL1113312"	"MDACC"	"AktpT308"	"AKT1"	"T308"	"a"
"100"	"Akt_pT308.R.V_GBL1113312"	"MDACC"	"AktpT308"	"AKT2"	"T308"	"a"
"101"	"Akt_pT308.R.V_GBL1114967"	"MDACC"	"AktpT308"	"AKT1"	"T308"	"a"
"102"	"Akt_pT308.R.V_GBL1114967"	"MDACC"	"AktpT308"	"AKT2"	"T308"	"a"
"103"	"Akt_pT308.R.V_GBL9026176"	"MDACC"	"AKTpT308"	"AKT1"	"T308"	"a"
"104"	"Akt_pT308.R.V_GBL9026176"	"MDACC"	"AKTpT308"	"AKT2"	"T309"	"a"
"105"	"Akt_pT308.R.V_GBL9026176"	"MDACC"	"AKTpT308"	"AKT3"	"T305"	"a"
"106"	"AKT_pT308(V)_GBL9008599"	"MDACC"	"AKTpT308"	"AKT1"	"T308"	"a"
"107"	"AKT_pT308(V)_GBL9008599"	"MDACC"	"AKTpT308"	"AKT2"	"T308"	"a"
"108"	"AKT_RS00269151"	"MDACC"	"AKT"	"AKT1"	NA	"c"
"109"	"AKT_RS00269151"	"MDACC"	"AKT"	"AKT2"	NA	"c"
"110"	"AKT_RS00269151"	"MDACC"	"AKT"	"AKT3"	NA	"c"
"111"	"AKT_RS00275814"	"MDACC"	"AKT"	"AKT1"	NA	"c"
"112"	"AKT_RS00275814"	"MDACC"	"AKT"	"AKT2"	NA	"c"
"113"	"AKT_RS00275814"	"MDACC"	"AKT"	"AKT3"	NA	"c"
"114"	"AKT_V"	"MDACC"	"Akt"	"AKT1"	NA	""
"115"	"Akt.R.V_GBL.9012890"	"MDACC"	"Akt"	"AKT1"	NA	"c"
"116"	"Akt.R.V_GBL.9012890"	"MDACC"	"Akt"	"AKT2"	NA	"c"
"117"	"Akt.R.V_GBL.9012890"	"MDACC"	"Akt"	"AKT3"	NA	"c"
"118"	"Akt.R.V_GBL.9013807"	"MDACC"	"Akt"	"AKT1"	NA	"c"
"119"	"Akt.R.V_GBL.9013807"	"MDACC"	"Akt"	"AKT2"	NA	"c"
"120"	"Akt.R.V_GBL.9013807"	"MDACC"	"Akt"	"AKT3"	NA	"c"
"121"	"Akt.R.V_GBL.9014349"	"MDACC"	"Akt"	"AKT1"	NA	"c"
"122"	"Akt.R.V_GBL.9014349"	"MDACC"	"Akt"	"AKT2"	NA	"c"
"123"	"Akt.R.V_GBL.9014349"	"MDACC"	"Akt"	"AKT3"	NA	"c"
"124"	"Akt.R.V_GBL1033833"	"MDACC"	"Akt"	"AKT1"	NA	"c"
"125"	"Akt.R.V_GBL1033833"	"MDACC"	"Akt"	"AKT2"	NA	"c"
"126"	"Akt.R.V_GBL1033833"	"MDACC"	"Akt"	"AKT3"	NA	"c"
"127"	"Akt.R.V_GBL1113284"	"MDACC"	"Akt"	"AKT1"	NA	"c"
"128"	"Akt.R.V_GBL1113284"	"MDACC"	"Akt"	"AKT2"	NA	"c"
"129"	"Akt.R.V_GBL1113284"	"MDACC"	"Akt"	"AKT3"	NA	"c"
"130"	"Akt.R.V_GBL1114953"	"MDACC"	"Akt"	"AKT1"	NA	"c"
"131"	"Akt.R.V_GBL1114953"	"MDACC"	"Akt"	"AKT2"	NA	"c"
"132"	"Akt.R.V_GBL1114953"	"MDACC"	"Akt"	"AKT3"	NA	"c"
"133"	"Akt.R.V_GBL9026174"	"MDACC"	"AKT"	"AKT1"	NA	"c"
"134"	"Akt.R.V_GBL9026174"	"MDACC"	"AKT"	"AKT2"	NA	"c"
"135"	"Akt.R.V_GBL9026174"	"MDACC"	"AKT"	"AKT3"	NA	"c"
"136"	"AKT(V)_GBL9008596"	"MDACC"	"AKT"	"AKT1"	NA	"c"
"137"	"AKT(V)_GBL9008596"	"MDACC"	"AKT"	"AKT2"	NA	"c"
"138"	"AKT(V)_GBL9008596"	"MDACC"	"AKT"	"AKT3"	NA	"c"
"139"	"a.Catenin"	"MDACC"	"alphaCatenin"	"CTNNA1"	NA	"c"
"140"	"alpha.Catenin.M.V_GBL.9012880"	"MDACC"	"alphaCatenin"	"CTNNA1"	NA	"c"
"141"	"alpha.Catenin.M.V_GBL9026304"	"MDACC"	"aCatenin"	"CTNNA1"	NA	"c"
"142"	"alpha.tublin"	"MDACC"	"AMPKalpha"	"PRKAA1"	NA	"c"
"143"	"AMPK alpha (phospho.Thr172)"	"MSKCC"	"AMPKa_pT172"	"PRKAA1"	"T172"	"a"
"144"	"AMPK alpha (phospho.Thr172)"	"MSKCC"	"AMPKa_pT172"	"PRKAA2"	"T172"	"a"
"145"	"AMPK_alpha.R.C_GBL.9013810"	"MDACC"	"AMPKalpha"	"PRKAA1"	NA	"c"
"146"	"AMPK_alpha.R.C_GBL.9013810"	"MDACC"	"AMPKalpha"	"PRKAA2"	NA	"c"
"147"	"AMPK_alpha.R.C_GBL9026177"	"MDACC"	"AMPKa"	"PRKAA1"	NA	"c"
"148"	"AMPK_alpha.R.C_GBL9026177"	"MDACC"	"AMPKa"	"PRKAA2"	NA	"c"
"149"	"AMPK.a2_pS345"	"MDACC"	"AMPKApS345"	"PRKAA2"	"S345"	"a"
"150"	"AMPK_pT172"	"MDACC"	"AMPKpT172"	"PRKAA1"	"T172"	"a"
"151"	"AMPK_pT172"	"MDACC"	"AMPKpT172"	"PRKAA2"	"T172"	"a"
"152"	"AMPK_pT172_V"	"MDACC"	"AMPKpT172"	"PRKAA1"	"T172"	"a"
"153"	"AMPK_pT172.R.V_GBL.9013811"	"MDACC"	"AMPKpT172"	"PRKAA1"	"T172"	"a"
"154"	"AMPK_pT172.R.V_GBL.9013811"	"MDACC"	"AMPKpT172"	"PRKAA2"	"T172"	"a"
"155"	"AMPK_pT172.R.V_GBL9026178"	"MDACC"	"AMPKapT172"	"PRKAA1"	"T172|S172"	"a"
"156"	"AMPK_pT172.R.V_GBL9026178"	"MDACC"	"AMPKapT172"	"PRKAA2"	"T172|S172"	"a"
"157"	"AMPK_pT172(V)_GBL9007911"	"MDACC"	"AMPKpT172"	"PRKAA1"	"T172"	"a"
"158"	"AMPK_pT172(V)_GBL9007911"	"MDACC"	"AMPKpT172"	"PRKAA2"	"T172"	"a"
"159"	"AMPK.A_pT272"	"MDACC"	"AMPKApT272"	"PRKAA1"	"T272"	"a"
"160"	"AMPK.A_pT272_RS00276029"	"MDACC"	"AMPKApT272"	"PRKAA1"	"T272"	"a"
"161"	"AMPK.A_pT272_RS00276029"	"MDACC"	"AMPKApT272"	"PRKAA2"	"T272"	"a"
"162"	"AMPK.A"	"MDACC"	"AMPKA"	"PRKAA1"	NA	"c"
"163"	"AMPK.A"	"MDACC"	"AMPKA"	"PRKAA2"	NA	"c"
"164"	"AMPKa"	"MDACC"	"AMPKA"	"PRKAA1"	NA	"c"
"165"	"AMPKa"	"MDACC"	"AMPKA"	"PRKAA2"	NA	"c"
"166"	"AMPK.A_RS00276030"	"MDACC"	"AMPKA"	"PRKAA1"	NA	"c"
"167"	"AMPK.A_RS00276030"	"MDACC"	"AMPKA"	"PRKAA2"	NA	"c"
"168"	"AMPKa_pT172"	"MDACC"	"AMPKalphapT172"	"PRKAA1"	"T172"	"a"
"169"	"AMPKa_pT172"	"MDACC"	"AMPKalphapT172"	"PRKAA2"	"T172"	"a"
"170"	"AMPK.alpha_pT172.R.V_GBL1033676"	"MDACC"	"AMPKalphapT172"	"PRKAA1"	"T172"	"a"
"171"	"AMPK.alpha_pT172.R.V_GBL1033676"	"MDACC"	"AMPKalphapT172"	"PRKAA2"	"T172"	"a"
"172"	"AMPK.alpha_pT172.R.V_GBL1113155"	"MDACC"	"AMPKalphapT172"	"PRKAA1"	"T172"	"a"
"173"	"AMPK.alpha_pT172.R.V_GBL1113155"	"MDACC"	"AMPKalphapT172"	"PRKAA2"	"T172"	"a"
"174"	"AMPK_alpha"	"MDACC"	"AMPKalpha"	"PRKAA1"	NA	"c"
"175"	"AMPK_alpha"	"MDACC"	"AMPKalpha"	"PRKAA2"	NA	"c"
"176"	"AMPK.alpha.R.C_GBL1033675"	"MDACC"	"AMPKalpha"	"PRKAA1"	NA	"c"
"177"	"AMPK.alpha.R.C_GBL1033675"	"MDACC"	"AMPKalpha"	"PRKAA2"	NA	"c"
"178"	"AMPK.alpha.R.C_GBL1113154"	"MDACC"	"AMPKalpha"	"PRKAA1"	NA	"c"
"179"	"AMPK.alpha.R.C_GBL1113154"	"MDACC"	"AMPKalpha"	"PRKAA2"	NA	"c"
"180"	"AMPKa_C"	"MDACC"	"AMPKa"	"PRKAA1"	NA	"c"
"181"	"AMPKa_pT172_RS00273427"	"MDACC"	"AMPKapT172"	"PRKAA1"	"T172"	"a"
"182"	"AMPKa_pT172_RS00273427"	"MDACC"	"AMPKapT172"	"PRKAA2"	"T172"	"a"
"183"	"AMPKa_pT172.R.V_GBL1114859"	"MDACC"	"AMPKapT172"	"PRKAA1"	"T172"	"a"
"184"	"AMPKa_pT172.R.V_GBL1114859"	"MDACC"	"AMPKapT172"	"PRKAA2"	"T172"	"a"
"185"	"AMPKa_RS00273428"	"MDACC"	"AMPKa"	"PRKAA1"	NA	"c"
"186"	"AMPKa_RS00273428"	"MDACC"	"AMPKa"	"PRKAA2"	NA	"c"
"187"	"AMPKa.R.C_GBL1114856"	"MDACC"	"AMPKa"	"PRKAA1"	NA	"c"
"188"	"AMPKa.R.C_GBL1114856"	"MDACC"	"AMPKa"	"PRKAA2"	NA	"c"
"189"	"AMPKa(C )_GBL9007913"	"MDACC"	"AMPKa"	"PRKAA1"	NA	"c"
"190"	"AMPKa(C )_GBL9007913"	"MDACC"	"AMPKa"	"PRKAA2"	NA	"c"
"191"	"Annexin"	"MDACC"	"Annexin"	"ANXA1"	NA	"c"
"192"	"Annexin_GBL9008513"	"MDACC"	"Annexin"	"ANXA1"	NA	"c"
"193"	"Annexin.I"	"MDACC"	"AnnexinI"	"ANXA1"	NA	"c"
"194"	"Annexin_I"	"MDACC"	"AnnexinI"	"ANXA1"	NA	"c"
"195"	"Annexin_I.R.V_GBL.9013812"	"MDACC"	"AnnexinI"	"ANXA1"	NA	"c"
"196"	"Annexin_I.R.V_GBL9026179"	"MDACC"	"AnnexinI"	"ANXA1"	NA	"c"
"197"	"Annexin.I.M.V_GBL1033912"	"MDACC"	"AnnexinI"	"ANXA1"	NA	"c"
"198"	"Annexin.I.M.V_GBL1113376"	"MDACC"	"AnnexinI"	"ANXA1"	NA	"c"
"199"	"Annexin.I.M.V_GBL1115055"	"MDACC"	"AnnexinI"	"ANXA1"	NA	"c"
"200"	"Annexin.VII"	"MDACC"	"AnnexinVII"	"ANXA1"	NA	"c"
"201"	"Annexin.VII.M.V_GBL1033907"	"MDACC"	"AnnexinVII"	"ANXA1"	NA	"c"
"202"	"Annexin.VII.M.V_GBL1113371"	"MDACC"	"AnnexinVII"	"ANXA1"	NA	"c"
"203"	"Annexin.VII.M.V_GBL1115050"	"MDACC"	"AnnexinVII"	"ANXA1"	NA	"c"
"204"	"AR"	"MDACC"	"AR"	"AR"	NA	"c"
"205"	"AR_RS00273605"	"MDACC"	"AR"	"AR"	NA	"c"
"206"	"AR_RS00275696"	"MDACC"	"AR"	"AR"	NA	"c"
"207"	"AR_V"	"MDACC"	"AR"	"AR"	NA	"c"
"208"	"AR.R.V_GBL.9013813"	"MDACC"	"AR"	"AR"	NA	"c"
"209"	"AR.R.V_GBL1033738"	"MDACC"	"AR"	"AR"	NA	"c"
"210"	"AR.R.V_GBL1113229"	"MDACC"	"AR"	"AR"	NA	"c"
"211"	"AR.R.V_GBL1115200"	"MDACC"	"AR"	"AR"	NA	"c"
"212"	"AR.R.V_GBL9026335"	"MDACC"	"AR"	"AR"	NA	"c"
"213"	"AR(AR441)(mouse)_GBL9008523"	"MDACC"	"AR"	"AR"	NA	"c"
"214"	"AR(C19)_GBL9008565"	"MDACC"	"AR"	"AR"	NA	"c"
"215"	"AR(N20)_GBL9008524"	"MDACC"	"AR"	"AR"	NA	"c"
"216"	"AR(N20)_GBL9008580"	"MDACC"	"AR"	"AR"	NA	"c"
"217"	"AR(V)_GBL9007914"	"MDACC"	"AR"	"AR"	NA	"c"
"218"	"ARHI.M.C_GBL1033929"	"MDACC"	"ARHI"	"DIRAS3 "	NA	"c"
"219"	"ARHI.M.C_GBL1113379"	"MDACC"	"ARHI"	"DIRAS3 "	NA	"c"
"220"	"ARHI.M.C_GBL1115171"	"MDACC"	"ARHI"	"DIRAS3 "	NA	"c"
"221"	"ARID1A"	"MDACC"	"ARID1A"	"ARID1A"	NA	"c"
"222"	"ARID1A.R.C_GBL1115009"	"MDACC"	"ARID1A"	"ARID1A"	NA	"c"
"223"	"ASNS"	"MDACC"	"ASNS"	"ASNS"	NA	"c"
"224"	"ASNS_GBL9008566"	"MDACC"	"ASNS"	"ASNS"	NA	"c"
"225"	"Atg3"	"MDACC"	"ATG3"	"ATG3"	NA	"c"
"226"	"Atg7"	"MDACC"	"ATG7"	"ATG7"	NA	"c"
"227"	"ATM_GBL9008598"	"MDACC"	"ATM"	"ATM"	NA	"c"
"228"	"ATM_pS1981"	"MDACC"	"ATMpS1981"	"ATM"	"S1981"	"a"
"229"	"ATM_pS1981_mouse"	"MDACC"	"ATMpS1981"	"ATM"	"S1981"	"a"
"230"	"ATM_pS1981_RS00276380 (mouse)"	"MDACC"	"ATMpS1981"	"ATM"	"S1981"	"a"
"231"	"ATM_pS1981_RS00276600 (mouse) (1_4000)"	"MDACC"	"ATMpS1981"	"ATM"	"S1981"	"a"
"232"	"ATM_pS1981.R.V_GBL1033875"	"MDACC"	"ATMpS1981"	"ATM"	"S1981"	"a"
"233"	"ATM_pS1981.R.V_GBL1113336"	"MDACC"	"ATMpS1981"	"ATM"	"S1981"	"a"
"234"	"ATM_pS1981.wR.V_GBL1115133"	"MDACC"	"ATMpS1981"	"ATM"	"S1981"	"a"
"235"	"ATM_pS1981(mouse)(V)_GBL9007888"	"MDACC"	"ATMpS1981"	"ATM"	"S1981"	"a"
"236"	"ATM"	"MDACC"	"ATM"	"ATM"	NA	"c"
"237"	"ATM_RS00275792"	"MDACC"	"ATM"	"ATM"	NA	"c"
"238"	"ATM.R_GBL.9013814"	"MDACC"	"ATM"	"ATM"	NA	"c"
"239"	"ATM.R.V_GBL1033874"	"MDACC"	"ATM"	"ATM"	NA	"c"
"240"	"ATM.R.V_GBL1113335"	"MDACC"	"ATM"	"ATM"	NA	"c"
"241"	"ATM.R.V_GBL1115001"	"MDACC"	"ATM"	"ATM"	NA	"c"
"242"	"ATP5A.M.C_GBL1115060"	"MDACC"	"ATP5A"	"ATP5A1"	NA	"c"
"243"	"ATP5H.M.C_GBL1033913"	"MDACC"	"ATP5H"	"ATP5H"	NA	"c"
"244"	"ATP5H.M.C_GBL1113414"	"MDACC"	"ATP5H"	"ATP5H"	NA	"c"
"245"	"ATP5H.M.C_GBL1115057"	"MDACC"	"ATP5H"	"ATP5H"	NA	"c"
"246"	"ATR"	"MDACC"	"ATR"	"ATR"	NA	"c"
"247"	"ATR_GBL9008404"	"MDACC"	"ATR"	"ATR"	NA	"c"
"248"	"ATR_pS428"	"MDACC"	"ATRpS428"	"ATR"	"S428"	"a"
"249"	"ATR_pS428_GBL9008405"	"MDACC"	"ATRpS428"	"ATR"	"S428"	"a"
"250"	"ATR_pS428_RS00275794"	"MDACC"	"ATRpS428"	"ATR"	"S428"	"a"
"251"	"ATR_RS00276594"	"MDACC"	"ATR"	"ATR"	NA	"c"
"252"	"ATR.R.C_GBL1033779"	"MDACC"	"ATR"	"ATR"	NA	"c"
"253"	"ATR.R.C_GBL1113256"	"MDACC"	"ATR"	"ATR"	NA	"c"
"254"	"ATR.wR.C_GBL1115116"	"MDACC"	"ATR"	"ATR"	NA	"c"
"255"	"ATRIP"	"MDACC"	"ATRIP"	"ATRIP"	NA	"c"
"256"	"ATRIP_GBL9008406"	"MDACC"	"ATRIP"	"ATRIP"	NA	"c"
"257"	"ATRIP_RS00275795"	"MDACC"	"ATRIP"	"ATRIP"	NA	"c"
"258"	"Aurora A (phospho.Thr288)"	"MSKCC"	"AuroraA_pT288"	"AURKA"	"T288"	"a"
"259"	"Aurora.B"	"MDACC"	"AuroraB"	"AURKB"	NA	"c"
"260"	"Aurora.B.wR.V_GBL1115238"	"MDACC"	"AuroraB"	"AURKB"	NA	"c"
"261"	"Axl"	"MDACC"	"AXL"	"AXL"	NA	"c"
"262"	"b.Actin"	"MSKCC"	"b.Actin"	"AURKB"	NA	"c"
"263"	"b.Actin"	"MSKCC"	"b.Actin"	"AURKB"	NA	"c"
"264"	"b.Actin.R.C_GBL1115228"	"MDACC"	"bActin"	"AURKA"	NA	"c"
"265"	"B7.H4"	"MDACC"	"VTCN1"	"VTCN1"	NA	"c"
"266"	"B.Catenin_pS33"	"MDACC"	"BCateninpS33"	"CTNNB1"	"S33"	"i"
"267"	"b.Catenin_pS33_C"	"MDACC"	"BCateninpS33"	"CTNNB1"	"S33"	"i"
"268"	"B.Catenin_pS33_RS00273497"	"MDACC"	"BCateninpS33"	"CTNNB1"	"S33"	"i"
"269"	"b.Catenin_pT41_S45"	"MDACC"	"bCateninpT41S45"	"CTNNB1"	"T41|S45"	"a"
"270"	"b.Catenin_pT41_S45.R.V_GBL1033855"	"MDACC"	"bCateninpT41S45"	"CTNNB1"	"T41|S45"	"a"
"271"	"b.Catenin_pT41_S45.R.V_GBL1113316"	"MDACC"	"bCateninpT41S45"	"CTNNB1"	"T41|S45"	"a"
