Sample Image	Exp. Time	Gray Filter	Emission Filter	Reference Image	BG Subtr.	Sample#	Sample Name	Analyte	Ref.	Type	Buffer	Dilution	RFI	RFI CV	Used Conc.	#Bad Spots	#Dis. Spots	b Norm.	db	R2	ShapiroWilk	Red. Chi2	Class.	Chip	Ident.	Conc.
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	32	32_Mix-15___20140312	Akt	ndef	rabbit IgG	CAB1	-1	5.740725784	0.024654763	All	0	0	1.044880677	0.980266802	0.996845591	0.927190872	0.789025692	Good	#001	S00032	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	33	33_Mel-475_DMSO_1_A	Akt	ndef	rabbit IgG	CAB1	-1	17.07200752	0.083699214	All	0	0	0.444336824	0.167654253	0.75166546	0.455565828	24.83280191	Poor	#001	S00033	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	34	34_Mel-475_901_1_A	Akt	ndef	rabbit IgG	CAB1	-1	15.91964185	0.103974291	All	0	0	0.411528375	-0.076659756	0.634755572	0.424666217	32.89169154	Poor	#001	S00034	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	35	35_Mel-475_4032_1_A	Akt	ndef	rabbit IgG	CAB1	-1	15.82810962	0.072899118	All	0	0	0.381298845	0.22557881	0.738430635	0.122852776	16.38459508	Poor	#001	S00035	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	36	36_Mel-475_combo_1_A	Akt	ndef	rabbit IgG	CAB1	-1	16.68525231	0.104918962	All	0	0	0.478736258	-5.68E-04	0.696252124	0.390109918	31.06277747	Poor	#001	S00036	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	37	37_Mel-475_DMSO_6_A	Akt	ndef	rabbit IgG	CAB1	-1	15.13651114	0.110059452	All	0	0	0.309287863	-0.225239353	0.45752987	0.687026754	38.34990007	Poor	#001	S00037	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	38	38_Mel-475_901_6_A	Akt	ndef	rabbit IgG	CAB1	-1	14.6396013	0.052950841	All	0	0	0.402892205	0.7509352	0.852166498	0.635685989	9.246226394	Poor	#001	S00038	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	39	39_Mel-475_4032_6_A	Akt	ndef	rabbit IgG	CAB1	-1	15.38786069	0.080034498	All	0	0	0.473427627	0.255859369	0.795247656	0.276856849	19.39126135	Poor	#001	S00039	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	40	40_Mel-475_combo_6_A	Akt	ndef	rabbit IgG	CAB1	-1	15.60302982	0.073345938	All	0	0	0.313778513	0.039912495	0.657675926	0.681527089	16.85533891	Poor	#001	S00040	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	41	41_Mel-475_DMSO_24_A	Akt	ndef	rabbit IgG	CAB1	-1	14.06961841	0.081004721	All	0	0	0.47309918	0.18092713	0.796065975	0.411460943	13.82487087	Poor	#001	S00041	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	42	42_Mel-475_901_24_A	Akt	ndef	rabbit IgG	CAB1	-1	13.98284383	0.111945696	All	0	0	0.533681502	0.022916964	0.726462823	0.339710158	27.21674419	Poor	#001	S00042	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	43	43_Mel-475_4032_24_A	Akt	ndef	rabbit IgG	CAB1	-1	15.06690347	0.08702432	All	0	0	0.407854014	0.076141553	0.708219554	0.658866986	26.04833169	Poor	#001	S00043	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	44	44_Mel-475_combo_24_A	Akt	ndef	rabbit IgG	CAB1	-1	11.75028636	0.117473804	All	0	0	0.62908742	0.099735324	0.778877861	0.279850793	30.90503224	Poor	#001	S00044	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	45	45_Mel-475_DMSO_1_B	Akt	ndef	rabbit IgG	CAB1	-1	14.39610212	0.096087381	All	0	0	0.630642912	0.178930065	0.839876083	0.288199611	20.99356401	Undet.	#001	S00045	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	46	46_Mel-475_901_1_B	Akt	ndef	rabbit IgG	CAB1	-1	13.85647643	0.107035313	All	0	0	0.46163955	-0.03473867	0.681707338	0.384493002	22.37108014	Poor	#001	S00046	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	47	47_Mel-475_4032_1_B	Akt	ndef	rabbit IgG	CAB1	-1	13.26892803	0.057257986	All	0	0	0.479613677	0.380373474	0.887717149	0.305807754	6.289357654	Poor	#001	S00047	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	48	48_Mel-475_combo_1_B	Akt	ndef	rabbit IgG	CAB1	-1	15.30454469	0.037805328	All	0	0	0.431891556	0.633786823	0.930625516	0.136369563	2.984725887	Poor	#001	S00048	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	49	49_Mel-475_DMSO_6_B	Akt	ndef	rabbit IgG	CAB1	-1	14.77461562	0.061128699	All	0	0	0.358586144	0.205145349	0.783448641	0.5329218	7.164725146	Poor	#001	S00049	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	50	50_Mel-475_901_6_B	Akt	ndef	rabbit IgG	CAB1	-1	13.53630856	0.069107865	All	0	0	0.504224433	0.308841643	0.858824296	0.317695075	9.369677327	Undet.	#001	S00050	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	51	51_Mel-475_4032_6_B	Akt	ndef	rabbit IgG	CAB1	-1	14.75701003	0.045214118	All	0	0	0.428076613	0.461789379	0.903130393	0.517135486	4.362278096	Poor	#001	S00051	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	52	52_Mel-475_combo_6_B	Akt	ndef	rabbit IgG	CAB1	-1	15.23501204	0.06774646	All	0	0	0.377923459	0.107378866	0.770038945	0.277921999	10.84629268	Poor	#001	S00052	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	53	53_Mel-475_DMSO_24_B	Akt	ndef	rabbit IgG	CAB1	-1	13.01070708	0.082631747	All	0	0	0.559631244	0.267242931	0.839842719	0.287121281	15.9312213	Undet.	#001	S00053	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	54	54_Mel-475_901_24_B	Akt	ndef	rabbit IgG	CAB1	-1	10.50912381	0.083246706	All	0	0	0.59541752	0.22971353	0.857896613	0.303522889	15.00164025	Undet.	#001	S00054	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	55	55_Mel-475_4032_24_B	Akt	ndef	rabbit IgG	CAB1	-1	13.70566235	0.058229915	All	0	0	0.380324023	0.228330422	0.824728245	0.311889538	3.772538213	Poor	#001	S00055	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	56	56_Mel-475_combo_24_B	Akt	ndef	rabbit IgG	CAB1	-1	10.16060235	0.073788391	All	0	0	0.562801122	0.288923225	0.875015676	0.256309374	5.478634662	Undet.	#001	S00056	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	57	57_Mel-475_DMSO_1_C	Akt	ndef	rabbit IgG	CAB1	-1	12.51398503	0.065828497	All	0	0	0.361237072	0.215765498	0.759785045	0.10728706	5.156023553	Poor	#001	S00057	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	58	58_Mel-475_901_1_C	Akt	ndef	rabbit IgG	CAB1	-1	15.96136886	0.062889094	All	1	0	-0.242281729	0.478832232	0.553130761	0.522682164	3.021592626	Poor	#001	S00058	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	59	59_Mel-475_4032_1_C	Akt	ndef	rabbit IgG	CAB1	-1	15.69750045	0.063519412	All	0	0	0.340203778	0.120202044	0.758544131	0.406612064	4.538488354	Poor	#001	S00059	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	60	60_Mel-475_combo_1_C	Akt	ndef	rabbit IgG	CAB1	-1	15.92973336	0.041912714	All	2	0	0.210265822	0.328532455	0.781477221	0.79393427	0.689097845	Poor	#001	S00060	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	61	61_Mel-475_901_24_C	Akt	ndef	rabbit IgG	CAB1	-1	13.26000636	0.06478917	All	2	0	0.337888056	0.135572248	0.745418405	0.13640879	2.863608953	Poor	#001	S00061	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	62	62_Mel-475_4032_24_C	Akt	ndef	rabbit IgG	CAB1	-1	17.20456067	0.039022403	All	2	0	0.251265602	0.702088614	0.938354029	0.645442886	0.258909892	Poor	#001	S00062	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	63	63_Mel-475_combo_24_C	Akt	ndef	rabbit IgG	CAB1	-1	13.92492414	0.051831451	All	2	0	0.361501171	0.324617003	0.831673487	0.579479814	1.682927266	Poor	#001	S00063	1
SMSKC101N0000_01_A_3.tif	1	1	Red	SMSKC101N0000_01_A_3.tif	TRUE	64	64_Mix-15___20140312	Akt	ndef	rabbit IgG	CAB1	-1	7.449393072	0.079596062	All	3	0	0.860949079	0.436693141	0.942666553	0.538430861	4.279954595	Good	#001	S00064	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	1	1_Mel-118_DMSO_1_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.316042869	0.121629666	All	1	0	0.727706915	0.178960721	0.835802946	0.196176807	13.9096142	Undet.	#001	S00001	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	2	2_Mel-118_901_1_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.526210957	0.054596286	All	1	0	0.148199309	0.400873239	0.364331482	0.229674929	3.505079441	Poor	#001	S00002	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	3	3_Mel-118_4032_1_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.312316329	0.113899646	All	4	0	0.773086199	0.174559381	0.856538186	0.390794936	14.24568842	Undet.	#001	S00003	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	4	4_Mel-118_combo_1_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.411566666	0.029270591	All	1	0	0.626066674	0.598600846	0.984707385	0.620045118	1.190206801	Undet.	#001	S00004	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	5	5_Mel-118_DMSO_6_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.328971354	0.088269299	All	2	0	0.697781743	0.35016301	0.850537556	0.044047419	7.448874698	Undet.	#001	S00005	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	6	6_Mel-118_901_6_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.32944608	0.158134093	All	0	0	0.84813744	-0.007925796	0.800636293	0.567701614	39.87569855	Poor	#001	S00006	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	7	7_Mel-118_4032_6_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.275323345	0.126122005	All	2	0	0.664412306	0.075668252	0.783132028	0.177667968	12.37544264	Poor	#001	S00007	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	8	8_Mel-118_combo_6_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.315627256	0.091688662	All	1	0	0.392238663	0.386591791	0.549694623	0.095993002	8.525780668	Poor	#001	S00008	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	9	9_Mel-118_DMSO_24_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.289956824	0.122508536	All	0	0	0.659808976	0.092557086	0.783846354	0.30692547	27.96196786	Poor	#001	S00009	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	10	10_Mel-118_901_24_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.230258592	0.088657056	All	3	0	1.044211597	0.583712794	0.946663415	0.95985657	7.333546909	Good	#001	S00010	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	11	11_Mel-118_4032_24_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.291253102	0.098140601	All	0	0	0.617364809	0.167416683	0.827934323	0.240779345	16.45947538	Undet.	#001	S00011	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	12	12_Mel-118_combo_24_A	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.276911362	0.09479842	All	2	0	0.881686446	0.427831473	0.922517146	0.412694328	7.293631716	Good	#001	S00012	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	13	13_Mel-118_DMSO_1_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.383890294	0.041108953	All	1	0	0.19021793	0.586335002	0.608165607	0.308148678	1.982680012	Poor	#001	S00013	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	14	14_Mel-118_901_1_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.424441337	0.129084668	All	0	0	0.662109918	0.006310878	0.765817067	0.423641904	31.69036693	Poor	#001	S00014	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	15	15_Mel-118_4032_1_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.390029763	0.030637634	All	1	0	0.358653833	0.836151381	0.91111375	0.324301152	0.987904156	Poor	#001	S00015	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	16	16_Mel-118_combo_1_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.457598832	0.120628999	All	0	0	0.552452683	0.017308688	0.716260513	0.36961087	35.30204794	Poor	#001	S00016	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	17	17_Mel-118_DMSO_6_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.3847989	0.06899086	All	1	0	0.174177974	0.2417932	0.332385646	0.147137334	8.200696922	Poor	#001	S00017	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	18	18_Mel-118_901_6_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.313405567	0.070300019	All	0	0	0.84785021	0.532264253	0.945231228	0.136826294	12.5507771	Good	#001	S00018	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	19	19_Mel-118_4032_6_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.325026569	0.048315179	All	1	0	0.152226017	1.488065713	0.36734863	0.787910155	3.113564432	Poor	#001	S00019	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	20	20_Mel-118_combo_6_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.305033946	0.094902687	All	0	0	0.77204143	0.297134076	0.895903637	0.394514857	18.92026846	Undet.	#001	S00020	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	21	21_Mel-118_DMSO_24_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.339412023	0.069376506	All	2	0	0.189463822	0.100404098	0.452531264	0.519411212	3.638996248	Poor	#001	S00021	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	22	22_Mel-118_901_24_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.207796324	0.068327658	All	2	0	0.863825842	0.508130299	0.949868308	0.512197965	4.482650168	Good	#001	S00022	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	23	23_Mel-118_4032_24_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.362442696	0.032405808	All	1	0	0.200934652	0.58969746	0.744213002	0.415023002	1.121174294	Poor	#001	S00023	1
SMSKC101N0000_01_B_1.tif	10	1	Red	SMSKC101N0000_01_B_1.tif	TRUE	24	24_Mel-118_combo_24_B	Akt (phospho-Ser473)	ndef	rabbit IgG	CAB1	-1	0.256208017	0.034348824	All	1	0	0.676439706	0.741200084	0.961126996	0.08211313	1.301723767	Undet.	#001	S00024	1
