abname	Zresp_auc	TS	spCorr	p_fdr(corr)	p_fdr(TS)
Bid.R.C_GBL9026340	-3.79807632749741	10.2052501418715	-0.709090888500214	0.0216659289034102	1.49790737543333e-41
Bim.R.V_GBL9026351	14.9726111453055	-9.13222899772935	0.369696974754333	0.293050068174233	4.02189947801149e-14
c.Jun_pS73.R.C_GBL9026231	-5.35130472565094	1.12424988715804	-0.793939411640167	0.00609992135778858	0.36065990645161
c.Kit.R.V_GBL9026344	3.25035020972249	3.25035020972249	0.430303037166595	0.214492324409859	2.60238945789728e-15
c.Met.M.C_GBL9026314	-6.41906591639444	-17.1591620855263	0.806060612201691	0.0048620605246823	2.63145531161492e-117
c.Met_pY1235.R.C_GBL9026236	11.4155693478061	23.8644268211692	-0.600000023841858	0.0666879863281258	7.52230017739621e-117
c.Myc.R.C_GBL9026241	-16.6376924068439	-21.8163063030473	0.830303013324738	0.00294022813612127	7.65704953539577e-110
C.Raf.R.V_GBL9026278	-2.09574807131172	-2.09574807131172	-0.551515161991119	0.0984011689489896	0.000128935002826168
C.Raf_pS338.R.C_GBL9026279	0.33376332796248	12.1132995676454	-0.709090888500214	0.0216659289034102	7.26854892744186e-21
Caspase.3_active.R.C_GBL9026352	-7.34736628860425	0.879031106002263	0.115151517093182	0.751419648245182	0.000483957017825835
Caspase.7_cleavedD198.R.C_GBL9026353	13.2111260108704	-13.4143629914236	0.951515138149261	2.27985739738035e-05	2.03957502431968e-107
Caspase.9_cleavedD330.R.C_GBL9026193	0.10775612030294	0.995872466481066	0.721212148666382	0.0185731484538234	0.00105847131046038
Caveolin.1.R.V_GBL9026195	-19.485199003563	-25.8923728179371	0.927272737026215	0.000112034447641074	0
CD31.M.V_GBL9026349	-8.48647224693366	-8.48647224693367	0.563636362552643	0.0897240290701318	1.71433489505624e-58
CDK1.R.V_GBL9026196	1.79648915350067	1.79648915350067	-0.674775183200836	0.0323117980379335	0.00105847131046038
Chk1.R.C_GBL9026197	-3.85056957058925	0	NaN	NaN	NA
Chk1_pS345.R.C_GBL9026198	-13.4244065045079	0	NaN	NaN	NA
Chk2.M.C_GBL9026306	0.525511906747483	0	NaN	NaN	NA
Chk2_pT68.R.C_GBL9026199	-6.29729572259986	0	NaN	NaN	NA
cIAP.R.V_GBL9026200	-0.546807546177518	-0.546807546177517	-0.66060608625412	0.0375883675272259	0.0216924407780678
Claudin.7.R.V_GBL9026201	-0.113003087327536	-0.113003087327539	-0.503030300140381	0.138333701029167	0.158259302336328
Collagen_VI.R.V_GBL9026202	3.85990430055424	3.85990430055424	-0.284848481416702	0.425038160716097	4.45271629103157e-13
COX.2.R.C_GBL9026203	0.609349707039532	-0.280043993093372	-0.575757563114166	0.0815528230353175	0.147835992433902
Cyclin_B1.R.V_GBL9026204	-1.30098908081202	1.9414549488114	-0.369696974754333	0.293050068174233	0.223283160436715
Cyclin_D1.R.V_GBL9026205	-1.70435855446063	-2.79778393980176	0.272727280855179	0.44583832744257	0.000376168398708074
Cyclin_E1.M.V_GBL9026308	-4.51582003060077	-4.3125830500475	0.636363625526428	0.0479117311246462	2.03787504787195e-08
DJ.1.R.C_GBL9026206	5.3860640579018	5.3860640579018	-0.830303013324738	0.00294022813612127	5.77120560097156e-14
Dvl3.R.V_GBL9026207	7.29851045750166	7.29851045750166	-0.684848487377167	0.0288827966786322	9.32737043680816e-25
E.Cadherin.R.V_GBL9026188	4.60101765792359	-9.13717699323464	0.684848487377167	0.0288827966786322	4.51883688374487e-36
eEF2.R.V_GBL9026208	8.98810028550148	8.98810028550147	-0.890909075737	0.000542144516154419	6.45957469264322e-59
eEF2K.R.V_GBL9026209	12.0509746529775	12.0509746529775	-0.842424213886261	0.00222003275351312	2.02615117287147e-93
EGFR.R.C_GBL9026210	-1.59284992941393	-8.50201717769933	0.0909090936183929	0.802771725426293	2.49289589076472e-21
EGFR.CST2232..R.C_GBL9026334	-9.39098384391302	-16.3001510921984	0.600000023841858	0.0666879863281258	4.45661649299774e-141
EGFR_pY1068.R.V_GBL9026211	-2.82315828236256	13.255232131713	-0.66060608625412	0.0375883675272259	3.6909836410389e-16
EGFR_pY1173.R.C_GBL9026212	5.68428286387481	21.7626732779504	-0.878787875175476	0.000813862205061078	5.25970508888141e-32
EGFR_pY992.R.V_GBL9026213	5.76527599197887	21.8436664060544	-0.781818211078644	0.00754700402031316	3.2313415257082e-32
eIF4E.R.V_GBL9026214	15.8339598873524	-17.6772035146264	0.709090888500214	0.0216659289034102	4.72381690627548e-78
ER.alpha.R.V_GBL9026215	-9.72150469031218	-12.8635156812245	0.236363634467125	0.510885321006619	3.37268686440948e-96
ER.alpha_pS118.R.V_GBL9026217	4.95778224987886	2.88594960182066	-0.527272701263428	0.117308086962265	0.216552163558782
ERCC1.M.C_GBL9026309	2.44304151597008	2.44304151597008	-0.291794657707214	0.413326608319937	4.53066300381771e-08
FAK.R.C_GBL9026218	7.93217394711464	7.93217394711465	-0.236363634467125	0.510885321006619	3.03587541823626e-36
Fibronectin.R.C_GBL9026216	-5.7677093082559	-9.44136818608373	0.212121218442917	0.556305763058156	1.2580050109265e-44
FOXO3a.R.C_GBL9026219	3.90916789924545	-4.40967830417653	0.212121218442917	0.556305763058156	6.52979822527765e-18
FOXO3a_pS318_S321.R.C_GBL9026220	6.39906493809715	-3.9651834079604	0.733333349227905	0.0158005928169744	0.0247188478224551
GATA3.M.V_GBL9026310	0.771641298286814	-11.5515398766674	0.284848481416702	0.425038160716097	7.91189432153347e-101
GSK3.alpha.beta.M.V_GBL9026312	12.9193822344997	-1.91710563670946	0.830303013324738	0.00294022813612127	0.00946624173737191
GSK3.alpha.beta_pS21_S9.R.V_GBL9026222	3.14389475415108	42.0503969552874	-0.975757598876953	1.46754063035104e-06	1.22387959637459e-266
GSK3_pS9.R.V_GBL9026221	1.83992880775325	42.7331304736006	-0.975757598876953	1.46754063035104e-06	1.58761526724542e-288
HER2.M.V_GBL9026313	-4.95029200176593	3.75437485079945	-0.0424242429435253	0.907363816683007	4.00241254015107e-05
HER2_pY1248.R.V_GBL9026223	-15.0528693830193	7.55324663871622	-0.539393961429596	0.107593170598888	2.08077421704284e-08
HER3.R.V_GBL9026224	4.10249286652954	4.10249286652954	-0.175757572054863	0.627188352148502	5.97491905740626e-12
HER3_pY1298.R.C_GBL9026225	2.00406572509159	0.82534912517366	-0.0181818176060915	0.960240419386778	0.924652515310003
IGF.1R.beta.R.C_GBL9026226	-1.84178757263002	-10.160633776052	0.745454549789429	0.0133301454837775	2.69515292679003e-45
IGFBP2.R.V_GBL9026227	2.93151582656755	2.93151582656755	-0.030303031206131	0.933772956124051	4.74341531249372e-08
INPP4B.G.C_GBL9026331	1.42590398727079	-1.42590398727079	0.236363634467125	0.510885321006619	0.343604934547016
IRS1.R.V_GBL9026228	2.30405082298876	1.73093878163549	0.236363634467125	0.510885321006619	0.123030675833063
JNK_pT183_pT185.R.V_GBL9026343	-10.5864116627264	-19.9931614789833	0.212121218442917	0.556305763058156	1.21819458830573e-73
JNK2.R.C_GBL9026230	6.73320221414641	5.73519569914405	-0.636363625526428	0.0479117311246462	1.47819817680406e-24
K.Ras.M.C_GBL9026322	5.2089625686562	5.2089625686562	-0.490909099578857	0.149655665128156	6.64144709131752e-15
MAPK_pT202_Y204.R.V_GBL9026233	-4.19395663827905	3.64222682597366	-0.369696974754333	0.293050068174233	0.225534871465589
MEK1.R.V_GBL9026234	15.4456210905597	12.7699687277343	-0.890909075737	0.000542144516154419	1.72244009879723e-86
MEK1_pS217_S221.R.V_GBL9026345	-0.646299389649039	-14.5825082407443	-0.369696974754333	0.293050068174233	1.57330681275325e-58
MIG.6.M.V_GBL9026315	9.18064313171884	-2.77346931734473	0.466666668653488	0.173938595084903	2.91333797668703e-07
Mre11.R.C_GBL9026237	19.8209457126123	-19.8209457126123	0.357575744390488	0.310376110839209	2.91122017261942e-277
MSH2.M.C_GBL9026316	-0.210160016107526	9.49622317386036	-0.806060612201691	0.0048620605246823	6.32349411281432e-47
MSH6.R.C_GBL9026238	-8.43753150214749	8.43753150214748	-0.793939411640167	0.00609992135778858	2.57660397491414e-42
mTOR.R.V_GBL9026239	-1.87849062578319	-1.87849062578319	0.24848484992981	0.488776301908481	0.0285210832868175
mTOR_.pS2448.R.C_GBL9026240	-3.78550167032354	0.396501523523354	0.030303031206131	0.933772956124051	0.00267614078405613
N.Cadherin.R.V_GBL9026341	1.53113541417057	1.53113541417057	-0.20668788254261	0.566695142437	2.31171095040266e-05
NF.kB.p65_pS536.R.C_GBL9026242	-4.37424032085506	-4.07711471436252	-0.466666668653488	0.173938595084903	6.54550053956411e-15
NF2.R.C_GBL9026243	-12.7075300668012	12.7075300668012	-0.503030300140381	0.138333701029167	1.77361790979532e-214
Notch1.R.V_GBL9026244	21.5597971567611	13.2409509533391	-0.442424237728119	0.200422692056088	5.78255178071989e-76
Notch3.R.C_GBL9026246	-16.8492466373896	-19.3110646547031	0.636363625526428	0.0479117311246462	5.35534630776086e-211
P.Cadherin.R.C_GBL9026342	-1.20345268778307	-1.20345268778308	-0.0121581107378006	0.973408063804357	0.00283256631097759
p21.R.C_GBL9026247	1.76500908151703	1.34786078421413	0.430303037166595	0.214492324409859	0.0256854169865717
p27.R.V_GBL9026248	6.57090089458666	-23.4499559345206	0.757575750350952	0.0111434480221821	2.37721881500723e-161
p27_pT157.R.C_GBL9026249	-1.84995443308931	-2.64731054566306	0.745454549789429	0.0133301454837775	1
p27_pT198.R.V_GBL9026250	-0.852577352174189	-3.64468762657817	0.709090888500214	0.0216659289034102	0.369842080834554
p38_MAPK.R.C_GBL9026251	6.02380872545542	5.02580221045306	-0.890909075737	0.000542144516154419	3.22541110778594e-12
p38_pT180_Y182.R.V_GBL9026252	6.9128616397486	-6.17601751346239	-0.0181818176060915	0.960240419386778	6.51698025524998e-15
p53.R.V_GBL9026346	-12.8143476287482	18.4575414693447	-0.951515138149261	2.27985739738035e-05	1.00747138740857e-288
p70S6K.R.V_GBL9026254	7.41622833258964	7.41622833258964	-0.890909075737	0.000542144516154419	6.00678229320504e-31
p70S6K_pT389.R.V_GBL9026255	1.31851179022898	16.8281461578909	-0.769696950912476	0.00922195550412752	1.26495408094831e-40
p90RSK_pT359_S363.R.C_GBL9026256	2.77453590721584	6.59167383449768	-0.842424213886261	0.00222003275351312	5.42622705505074e-09
PARP_cleaved.M.C_GBL9026317	-2.13460917461325	0	NaN	NaN	NA
Paxillin.R.V_GBL9026257	-9.21468089769603	-16.1972654507394	-0.127272725105286	0.726057019277377	2.17335403757119e-128
PCNA.M.V_GBL9026318	7.02290486049176	0	NaN	NaN	NA
PDK1_pS241.R.V_GBL9026258	20.8437101246221	7.91745020763098	-0.369696974754333	0.293050068174233	7.64285856396975e-19
PI3K.p110.alpha.R.C_GBL9026269	9.68288984155675	9.68288984155675	-0.866666674613953	0.0011735379121256	4.92554203523664e-77
PI3K.p85.R.V_GBL9026270	7.16008205897389	1.89150834779467	-0.648484826087952	0.042540137217344	0.0208813592931311
PKC.alpha.M.V_GBL9026319	22.7661503707491	29.1733241851232	-0.806060612201691	0.0048620605246823	0
PKC.alpha_pS657.R.V_GBL9026271	21.3728923313249	15.2255545881508	-0.527272701263428	0.117308086962265	1.57822742311452e-35
PR.R.V_GBL9026272	2.22002628139336	-0.16183493882329	-0.563636362552643	0.0897240290701318	0.39103436170626
PRAS40_pT246.R.V_GBL9026273	-2.62299722742956	-4.46164364312741	0.563636362552643	0.0897240290701318	1.22316906637156e-09
PTCH.R.C_GBL9026274	-1.304258779381	11.4229861546768	-0.115151517093182	0.751419648245182	2.1982601207439e-27
PTEN.R.V_GBL9026275	10.5331987806524	-6.8016773291038	0.757575750350952	0.0111434480221821	1.54633832041264e-28
Rab11.R.V_GBL9026276	0.499864686004579	-1.18555919336135	-0.527272701263428	0.117308086962265	0.00315250545309707
Rab25.R.C_GBL9026277	-3.34914748769903	-3.34914748769902	0.13939394056797	0.700931882488681	4.35988616412854e-15
Rad50.M.C_GBL9026320	-0.696277231510465	9.01512343493244	-0.709090888500214	0.0216659289034102	4.50549840317407e-49
Rad51.M.C_GBL9026321	-3.58658462640677	3.78982160696004	-0.745454549789429	0.0133301454837775	5.03947872484136e-12
Rb.M.V_GBL9026323	-0.406473961106527	6.81364777548063	-0.830303013324738	0.00294022813612127	4.96767911951006e-29
Rb_pS807_S811.R.V_GBL9026280	-1.13827354830179	-2.9125413764154	0.030303031206131	0.933772956124051	0.0216924407780678
S6_pS235_S236.R.V_GBL9026281	-5.71266789405381	-8.60348993592039	0.830303013324738	0.00294022813612127	2.48090653323578e-20
S6_pS240_S244.R.V_GBL9026282	-5.73796279675409	-8.62878483862067	0.757575750350952	0.0111434480221821	5.57492145881657e-32
Smac.M.V_GBL9026324	2.6115075426421	3.89858948191651	-0.357575744390488	0.310376110839209	1.42762343912859e-10
Smad1.R.V_GBL9026283	-8.5411343923537	0	NaN	NaN	NA
Smad3.R.V_GBL9026284	-11.2498115521693	0	NaN	NaN	NA
Smad4.M.V_GBL9026325	3.61749835772676	0	NaN	NaN	NA
Snail.M.C_GBL9026326	-8.3276064832831	-19.2709396329682	-0.69696968793869	0.0250966785686146	6.40364904386093e-124
Src.M.V_GBL9026327	-23.6443847167097	-26.3200370795352	0.951515138149261	2.27985739738035e-05	0
Src_pY416.R.C_GBL9026285	-4.31868746468487	-4.08446167384091	0.0424242429435253	0.907363816683007	1.537855212606e-05
Src_pY527.R.V_GBL9026286	-3.24428356317278	0.334405409503344	-0.22424241900444	0.533400571087646	0.633117140566206
STAT3_pY705.R.V_GBL9026287	-18.3109868616242	24.9369599461452	-0.927272737026215	0.000112034447641074	6.71135816387744e-27
STAT5.alpha.R.V_GBL9026288	-1.99601303000472	-1.99601303000472	-0.466666668653488	0.173938595084903	6.1035778696549e-06
Stathmin.R.V_GBL9026289	13.0146447199021	-4.8432972748349	-0.478787869215012	0.161522937605969	7.66689930483232e-08
Syk.M.V_GBL9026328	1.57093403094701	1.57093403094701	-0.58787876367569	0.0738777217256548	0.40096425550121
Tau.M.C_GBL9026329	2.50888342646413	2.30564644591087	0.69696968793869	0.0250966785686146	0.0689392676188041
TAZ_pS89.R.C_GBL9026290	-4.88122871407217	-4.88122871407217	0.893621146678925	0.000491873064334847	4.71689003436856e-12
TFF1.R.V_GBL9026291	4.39591915387638	-6.57081382658463	0.030303031206131	0.933772956124051	9.02839009142517e-07
TIGAR.R.V_GBL9026292	7.62121898440993	0	NaN	NaN	NA
Tuberin.R.C_GBL9026293	3.43413942747888	-5.34581181652676	0.151515156030655	0.676065166784972	6.64144709131752e-15
VASP.R.C_GBL9026294	-10.9733481222901	-13.6490004851156	0.866666674613953	0.0011735379121256	5.89918190950685e-81
VEGFR2.R.V_GBL9026347	-12.5889288268803	-12.5889288268803	0.454545468091965	0.186904795550308	2.70729091129628e-59
XIAP.R.C_GBL9026296	-2.27127748975382	-2.27127748975382	0.175757572054863	0.627188352148502	5.07403013745871e-05
XRCC1.R.C_GBL9026297	-0.866149059696341	0	NaN	NaN	NA
YAP.R.V_GBL9026298	-4.44731018292446	-6.13273406229039	0.0424242429435253	0.907363816683007	8.79962836890445e-32
YAP_pS127.R.C_GBL9026299	-0.0978847550244408	5.02350500679558	-0.745454549789429	0.0133301454837775	0.00365123803705039
YB.1.R.V_GBL9026332	-13.3640767817069	-21.6829229851289	0.781818211078644	0.00754700402031316	1.24929937235806e-261
YB.1_pS102.R.V_GBL9026333	3.56046406522266	-11.0152524897845	0.903030276298523	0.000343612565232743	1.50845615963207e-34
