abName	corr	pval	adjPval
PTEN	-0.866666674613953	0.0011735379121256	0.00594592542143637
CyclinE1	-0.878787875175476	0.000813862205061078	0.00458174278404755
Dvl3	-0.878787875175476	0.000813862205061078	0.00458174278404755
PDK1pS241	-0.878787875175476	0.000813862205061078	0.00458174278404755
DJ1	-0.890909075737	0.000542144516154419	0.00358286810675964
Stathmin	-0.903030276298523	0.000343612565232743	0.00248710047216081
Bcl2	-0.911858320236206	0.000237143587637378	0.00189714870109902
Bim	-0.939393937587738	5.48405364009241e-05	0.00049033891370238
PI3Kp85	-0.939393937587738	5.48405364009241e-05	0.00049033891370238
FOXO3a	-0.951515138149261	2.27985739738035e-05	0.000266567941847549
PKCapS657	-0.951515138149261	2.27985739738035e-05	0.000266567941847549
p21	-0.987878799438477	9.30742460880651e-08	2.82945708107718e-06
