abName	corr	pval	adjPval
COX2	-0.806060612201691	0.0048620605246823	0.017186818598877
IGFBP2	-0.806060612201691	0.0048620605246823	0.017186818598877
PDK1pS241	-0.818181812763214	0.00381492051076338	0.0144966979409008
Smad3	-0.818181812763214	0.00381492051076338	0.0144966979409008
Stathmin	-0.818181812763214	0.00381492051076338	0.0144966979409008
AnnexinI	-0.830303013324738	0.00294022813612127	0.0124142965747343
Bax	-0.842424213886261	0.00222003275351312	0.0105451555791873
PKCapS657	-0.842424213886261	0.00222003275351312	0.0105451555791873
Casp7_clD198	-0.878787875175476	0.000813862205061078	0.00475796366035707
HER3pY1298	-0.878787875175476	0.000813862205061078	0.00475796366035707
AktpT308	-0.890909075737	0.000542144516154419	0.00358286810675964
MEK1	-0.903030276298523	0.000343612565232743	0.00237405045069895
p21	-0.915151536464691	0.000204472206099204	0.00155398876635395
PTEN	-0.915151536464691	0.000204472206099204	0.00155398876635395
Bim	-0.963636338710785	7.32099466027591e-06	0.000111279118836194
ECadherin	-0.963636338710785	7.32099466027591e-06	0.000111279118836194
FOXO3a	-0.963636338710785	7.32099466027591e-06	0.000111279118836194
Notch1	-0.963636338710785	7.32099466027591e-06	0.000111279118836194
PKCalpha	-0.975757598876953	1.46754063035104e-06	5.57665439533395e-05
