V1	V2	V3
PI3K.p85.R.V_GBL9026270	0.577606668327898	-3.63891392288827	1.00338535801559
PKC.alpha.M.V_GBL9026319	-0.202456911643043	9.19182131488068	1.16333911431161
PKC.alpha_pS657.R.V_GBL9026271	3.58142974859394	-7.23397410687246	-5.31481136580535
PR.R.V_GBL9026272	6.18730867961235	-3.8647834576173	-0.61003930668646
PRAS40_pT246.R.V_GBL9026273	0.435064555876061	6.04879228963085	7.21689788728711
PTCH.R.C_GBL9026274	-5.20036167612184	-0.00636481524465099	-11.2546327494985
PTEN.R.V_GBL9026275	-2.42326168476557	1.96904400066225	8.25583202871206
Rab11.R.V_GBL9026276	4.22881822981503	-0.856060353000371	1.77194354848989
Rab25.R.C_GBL9026277	-2.18277930991807	-7.92650968678306	2.16057980485109
Rad50.M.C_GBL9026320	-0.426917774547595	-5.25765257442844	-1.96226396074983
Rad51.M.C_GBL9026321	8.28102239424762	4.13720617156899	0.599168830038718
Rb.M.V_GBL9026323	7.94092321841905	8.53843154081462	1.31319282086881
Rb_pS807_S811.R.V_GBL9026280	-5.78903342905728	-4.04342294095647	1.30139632026789
S6_pS235_S236.R.V_GBL9026281	1.62141856489535	1.71445663356424	-0.143820360090136
S6_pS240_S244.R.V_GBL9026282	-2.02180522432465	0.766646532564609	-5.09148393926459
Smac.M.V_GBL9026324	-3.09742503395179	3.60266985365354	-8.25576073945554
Smad1.R.V_GBL9026283	0	0	0
Smad3.R.V_GBL9026284	0	0	0
Smad4.M.V_GBL9026325	0	0	0
Snail.M.C_GBL9026326	-6.25125810319608	-1.44920427046625	0.602467400258189
Src.M.V_GBL9026327	3.23316079793165	4.46049375411152	-1.25105204804033
Src_pY416.R.C_GBL9026285	-0.709009857500783	12.157900065712	-7.60505590792723
Src_pY527.R.V_GBL9026286	2.5713669622831	-8.51126501544782	1.43133756771442
STAT3_pY705.R.V_GBL9026287	-6.70244210755481	13.5724710498503	-13.4192772732792
STAT5.alpha.R.V_GBL9026288	1.81581888424981	0.93853570412078	0.0971794408604753
Stathmin.R.V_GBL9026289	-9.52473963762726	2.88026360903331	1.65625306785969
Syk.M.V_GBL9026328	-1.07494146318132	0.730101556146752	2.95196844593917
Tau.M.C_GBL9026329	-11.6630526123329	-4.74189571983556	0.931336896696658
TAZ_pS89.R.C_GBL9026290	-4.82559624023516	-0.813372899817402	4.10160054541409
TFF1.R.V_GBL9026291	5.28380919235517	-8.20816341307422	4.28734131366643
TIGAR.R.V_GBL9026292	0	0	0
Tuberin.R.C_GBL9026293	-3.08323837707382	2.79566690041565	-6.1341901845395
VASP.R.C_GBL9026294	0.166020910263255	2.49979063909047	6.25830254913346
VEGFR2.R.V_GBL9026347	9.82421169698825	7.54837992953508	2.14386386502869
XIAP.R.C_GBL9026296	-1.15987190445424	1.41782611687062	1.13194037107343
XRCC1.R.C_GBL9026297	0	0	0
YAP.R.V_GBL9026298	-4.91177627259625	-1.77851089522925	0.178627183522563
YAP_pS127.R.C_GBL9026299	-2.62370314532116	0.246531965587768	8.97183039746697
YB.1.R.V_GBL9026332	0.962977000406288	3.81326750684815	-2.78051006194428
YB.1_pS102.R.V_GBL9026333	5.3028066247675	3.24337756337957	7.15606456315647
